account,date,daily_pnl,trade_count,avg_trade_size,avg_leverage,long_count,short_count,win_trades,win_rate,long_short_ratio,is_profitable
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-19,116412.254606,2471,25288.359009307973,0.0,872,1599,1319,0.5337919870497774,0.545,1
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-06-15,30.02094,5,2082.8,0.0,2,3,3,0.6,0.5,1
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2023-03-28,0.0,3,0.08376666666666666,0.0,3,0,0,0.0,3.0,0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2023-11-14,0.0,2,0.5,0.0,2,0,0,0.0,2.0,0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-03-09,-5564.01614,27,129.52782592592592,0.0,4,23,9,0.3333333333333333,0.16666666666666666,0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-07-03,215.754798,80,6939.408296498999,0.0,35,45,8,0.1,0.7608695652173914,1
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-10-27,36993.371011,156,29896.621032429488,0.0,64,92,73,0.46794871794871795,0.6881720430107527,1
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-02-19,-59349.677108,349,997.0207518338108,0.0,66,283,92,0.2636103151862464,0.2323943661971831,0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-06-15,-3499.0325470000002,198,940.6693400237374,0.0,8,190,189,0.9545454545454546,0.041884816753926704,0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-10-27,34983.381862,144,270.8673293055556,0.0,59,85,76,0.5277777777777778,0.686046511627907,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-02-19,-20526.462526,3445,2488.624521137881,0.0,1589,1856,1100,0.3193033381712627,0.8556812062466344,0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-10-27,7612.618288,191,2712.4343455497383,0.0,112,79,79,0.41361256544502617,1.4,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-02-19,45883.628955,141,764.2303244170213,0.0,58,83,79,0.5602836879432624,0.6904761904761905,1
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-10-27,16102.56859,125,1084.744,0.0,18,107,27,0.216,0.16666666666666666,1
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-19,183403.024142,258,215.64699596899226,0.0,83,175,63,0.2441860465116279,0.4715909090909091,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-03-09,0.0,88,8550.477272727272,0.0,88,0,0,0.0,88.0,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-03,145563.448374,249,798.081980342972,0.0,3,246,237,0.9518072289156626,0.012145748987854251,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-27,160450.518105,43,2961.211063395349,0.0,0,43,38,0.8837209302325582,0.0,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-19,110527.905862,671,939.1015946348734,0.0,211,460,324,0.4828614008941878,0.45770065075921906,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-06-15,0.0,186,483.8709677419355,0.0,0,186,0,0.0,0.0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-10-27,69282.42904,3711,1186.5967464861114,0.0,1738,1973,1255,0.3381837779574239,0.8804457953394124,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,32683.214094,4629,438.86966150844887,0.0,2270,2359,1692,0.36552171095268954,0.961864406779661,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-06-15,1378.073027,179,570.6527010173185,0.0,68,111,64,0.3575418994413408,0.6071428571428571,1
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-10-27,61076.167808,328,2375.65031097561,0.0,183,145,135,0.4115853658536585,1.2534246575342465,1
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-19,613327.827224,3806,779.9780641933789,0.0,1797,2009,1885,0.4952706253284288,0.8940298507462686,1
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-06-15,3343.0556109999998,222,55102.44594594595,0.0,135,87,98,0.44144144144144143,1.5340909090909092,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-09,-7919.471032000002,730,1.9103895890410958,0.0,357,373,224,0.30684931506849317,0.9545454545454546,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03,-25991.506339,1309,5.636603271634836,0.0,706,603,434,0.3315508021390374,1.1688741721854305,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-27,111230.498007,1703,0.40105379859072227,0.0,960,743,559,0.3282442748091603,1.2903225806451613,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-19,223968.37089299998,3737,0.21739105967353492,0.0,2107,1630,1464,0.39175809472839174,1.2918454935622317,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-06-15,7687.978187,105,0.19148342857142858,0.0,42,63,52,0.49523809523809526,0.65625,1
0x513b8629fe877bb581bf244e326a047b249c4ff1,2024-10-27,0.0,223,165.22878923766814,0.0,223,0,0,0.0,223.0,0
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-02-19,403501.648209,5777,33.95914431885061,0.0,2646,3131,2401,0.4156136402977324,0.8448275862068966,1
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-06-15,436920.907007,6236,32.912231205901215,0.0,3499,2737,2508,0.4021808851828095,1.2779401022644266,1
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-10-27,101539.274031,250,21.124,0.0,0,250,250,1.0,0.0,1
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-02-19,6979.340871,572,1763.5735123813286,0.0,346,226,154,0.2692307692307692,1.524229074889868,1
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-06-15,212.60187,153,302.73276156862744,0.0,17,136,17,0.1111111111111111,0.12408759124087591,1
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2024-10-27,327545.999992,202,4.455445544554456,0.0,104,98,104,0.5148514851485149,1.0505050505050506,1
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-02-19,98269.195073,932,76.61551502145923,0.0,299,633,410,0.43991416309012876,0.471608832807571,1
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-06-15,3540.3708500000002,456,1394.8464912280701,0.0,195,261,36,0.07894736842105263,0.7442748091603053,1
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-10-27,51737.579418,419,266.7733651551313,0.0,11,408,12,0.028639618138424822,0.02689486552567237,1
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-19,341945.434741,939,1896.5781363152291,0.0,574,365,372,0.3961661341853035,1.5683060109289617,1
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-06-15,9328.49,72,15195.527777777777,0.0,54,18,54,0.75,2.8421052631578947,1
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-09,187842.08419,3041,87290.22407231832,0.0,1409,1632,2506,0.8240710292666886,0.8628291488058788,1
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-07-03,0.16271999999999998,6,37.86666666666667,0.0,3,3,1,0.16666666666666666,0.75,1
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-10-27,37526.331877,1016,12750.904701220474,0.0,545,471,834,0.8208661417322834,1.1546610169491525,1
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-19,136208.043913,4885,53739.54957338792,0.0,2321,2564,3901,0.7985670419651996,0.9048732943469786,1
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-06-15,17518.784011,945,21176.211005291003,0.0,651,294,780,0.8253968253968254,2.2067796610169492,1
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-02-19,14781.443047,1554,164.41601034749036,0.0,687,867,701,0.4510939510939511,0.7914746543778802,1
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-06-15,119.0,5,0.4,0.0,4,1,4,0.8,2.0,1
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-10-27,0.0,15,86.39333333333335,0.0,15,0,0,0.0,15.0,0
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-19,196303.792847,3056,1166.9295505039267,0.0,979,2077,879,0.28763089005235604,0.47112608277189605,1
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-06-15,-363924.917628,1530,1903.91477124183,0.0,1268,262,882,0.5764705882352941,4.821292775665399,0
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-10-27,11.717676000000012,54,3644.2109259259264,0.0,47,7,2,0.037037037037037035,5.875,1
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-19,64510.169958,1802,603.4172362264151,0.0,1071,731,613,0.3401775804661487,1.4631147540983607,1
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-06-15,991.770272,55,45.970575272727274,0.0,37,18,16,0.2909090909090909,1.9473684210526316,1
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-07-03,-9125.157325,3810,1548.5698897979003,0.0,1706,2104,1240,0.32545931758530183,0.8104513064133017,0
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-10-27,39978.37791,1804,3747.99604664852,0.0,625,1179,585,0.32427937915742794,0.5296610169491526,1
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-19,46257.358187,5602,3014.433856833274,0.0,2453,3149,1722,0.30739021777936454,0.7787301587301587,1
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-06-15,-33193.569796,3782,22951.184287837124,0.0,2180,1602,382,0.10100475938656796,1.3599500935745477,0
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2024-10-27,8695.357326,724,836.4600585745166,0.0,642,82,55,0.07596685082872928,7.734939759036145,1
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-02-19,100502.420808,2080,1472.4871634615383,0.0,1218,862,812,0.3903846153846154,1.4113557358053301,1
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-06-15,17381.164,248,5310.042741935485,0.0,244,4,4,0.016129032258064516,48.8,1
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2024-10-27,49180.714882,4211,65.61333522101638,0.0,2398,1813,1763,0.418665400142484,1.3219404630650495,1
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-19,40314.808014,9274,415.5314882715117,0.0,6130,3144,2968,0.32003450506793185,1.9491255961844196,1
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-06-15,16807.35236,2120,16.153268735849057,0.0,1455,665,665,0.3136792452830189,2.184684684684685,1
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-07-03,-14505.50575,39,4275.01971907,0.0,31,8,0,0.0,3.4444444444444446,0
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-10-27,67900.247545,283,798.1460184452296,0.0,125,158,155,0.5477031802120141,0.7861635220125787,1
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-02-19,19451.742477,95,3252.747008985474,0.0,0,95,84,0.8842105263157894,0.0,1
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2024-10-27,20925.513222,190,115.81315053889473,0.0,84,106,105,0.5526315789473685,0.7850467289719626,1
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-02-19,8751.751449,182,16487.91208791209,0.0,133,49,49,0.2692307692307692,2.66,1
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-06-15,38168.35486,191,18874.34554973822,0.0,115,76,76,0.39790575916230364,1.4935064935064934,1
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2024-10-27,55.01524,9,0.060779999999999994,0.0,7,2,2,0.2222222222222222,2.3333333333333335,1
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-02-19,21703.816512999998,525,0.13531017142857144,0.0,297,228,170,0.3238095238095238,1.296943231441048,1
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-11-14,155.50335699999994,1043,2571.132308878236,0.0,489,554,287,0.2751677852348993,0.8810810810810811,1
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-09,2606.8947559999997,3076,23763.398300536413,0.0,1513,1563,673,0.21879063719115735,0.967391304347826,1
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-07-03,62586.1816,1643,4394.432638536214,0.0,1019,624,345,0.20998174071819842,1.6304,1
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27,1421755.845871,1268,1131.2214598888959,0.0,148,1120,719,0.5670347003154574,0.1320249776984835,1
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-19,553818.000465,7380,798.100564308943,0.0,3477,3903,2886,0.3910569105691057,0.890625,1
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-06-15,102460.17164,323,84.33139318885449,0.0,57,266,57,0.17647058823529413,0.21348314606741572,1
0xb899e522b5715391ae1d4f137653e7906c5e2115,2025-02-19,22488.500821,4838,268.0968867465895,0.0,2368,2470,2122,0.4386109962794543,0.9583164710643464,1
0xbaaaf6571ab7d571043ff1e313a9609a10637864,2025-02-19,940157.212682,21190,208.86921428645587,0.0,11195,9995,9907,0.46753185464841907,1.1199479791916767,1
0xbaaaf6571ab7d571043ff1e313a9609a10637864,2025-06-15,6.593538,2,0.365,0.0,0,2,2,1.0,0.0,1
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2024-10-27,11671.68,267,1936.3370786516855,0.0,49,218,41,0.15355805243445692,0.2237442922374429,1
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19,325441.97721599997,2211,4324.115647937585,0.0,1054,1157,823,0.3722297602894618,0.9101899827288429,1
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-06-15,-116594.595363,163,434.3803680981595,0.0,90,73,1,0.006134969325153374,1.2162162162162162,0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2024-10-27,684215.002602,9883,109.59313191338663,0.0,3092,6791,5626,0.5692603460487706,0.4552414605418139,1
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-19,126967.976166,26651,92.51356075172001,0.0,12568,14083,10257,0.3848636073693295,0.8923601249644987,1
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-06-15,24897.574309,3650,90.03149589041097,0.0,1753,1897,1325,0.363013698630137,0.9236037934668072,1
